date,station,total,direction_1,direction_2,min_temp,max_temp,precipitation,cloud_cover,sunshine_hours
2023-11-03,Erhardt,2344.0,1188.0,1156.0,5.1,7.3,2.9,94,0.0
2023-11-04,Erhardt,2544.0,1314.0,1230.0,3.3,10.5,1.9,79,6.3
2023-11-05,Erhardt,1734.0,883.0,851.0,7.2,13.3,0.2,66,3.0
2023-11-06,Erhardt,4714.0,2397.0,2317.0,7.6,14.2,1.1,54,5.9
2023-11-07,Erhardt,4603.0,2324.0,2279.0,7.0,11.2,0.5,93,1.3
2023-11-08,Erhardt,4961.0,2477.0,2484.0,3.6,11.9,0.0,50,4.4
2023-11-09,Erhardt,4915.0,2452.0,2463.0,0.1,12.7,0.0,93,6.0
2023-11-10,Erhardt,3639.0,1790.0,1849.0,4.3,9.6,0.7,86,2.0
2023-11-11,Erhardt,2359.0,1163.0,1196.0,3.4,8.8,1.9,80,2.0
2023-11-12,Erhardt,1840.0,883.0,957.0,0.6,7.3,18.6,88,1.5
2023-11-13,Erhardt,2433.0,1236.0,1197.0,4.8,15.3,15.0,95,0.0
2023-11-14,Erhardt,2656.0,1330.0,1326.0,7.7,14.2,15.5,98,0.0
2023-11-15,Erhardt,3456.0,1726.0,1730.0,6.4,10.2,2.0,73,0.9
2023-11-16,Erhardt,4070.0,2042.0,2028.0,4.9,9.4,31.2,88,1.9
2023-11-17,Erhardt,2365.0,1223.0,1142.0,2.8,7.4,1.5,98,0.1
2023-11-18,Erhardt,2287.0,1164.0,1123.0,3.8,8.5,21.8,95,2.7
2023-11-19,Erhardt,1987.0,962.0,1025.0,4.1,14.4,0.4,81,2.5
2023-11-20,Erhardt,4398.0,2175.0,2223.0,6.6,12.1,1.5,73,3.8
2023-11-21,Erhardt,3588.0,1815.0,1773.0,6.0,9.2,4.2,98,0.9
2023-11-22,Erhardt,3547.0,1806.0,1741.0,1.4,6.0,0.0,99,0.0
2023-11-23,Erhardt,4259.0,2158.0,2101.0,1.2,6.7,0.0,54,5.8
2023-11-24,Erhardt,1897.0,936.0,961.0,0.1,6.8,11.4,93,0.1
2023-11-25,Erhardt,1130.0,576.0,554.0,-0.6,1.5,2.5,89,1.2
2023-11-26,Erhardt,1129.0,555.0,574.0,-0.4,2.4,0.0,94,0.7
2023-11-27,Erhardt,3063.0,1508.0,1555.0,0.8,4.9,9.5,94,2.6
2023-11-28,Erhardt,2081.0,1062.0,1019.0,-1.4,4.5,6.7,98,0.0
2023-11-29,Erhardt,2667.0,1336.0,1331.0,-2.2,3.3,0.0,78,3.8
2023-11-30,Erhardt,2062.0,1030.0,1032.0,-1.3,1.6,17.9,86,0.0
2023-12-01,Erhardt,1056.0,519.0,537.0,-0.7,1.2,37.1,98,0.0
2023-12-02,Erhardt,168.0,80.0,88.0,-5.5,-0.7,6.8,99,0.0
2023-12-03,Erhardt,160.0,86.0,74.0,-7.9,-1.1,0.0,0,5.5
2023-12-04,Erhardt,381.0,207.0,174.0,-10.8,-2.3,0.9,95,0.2
2023-12-05,Erhardt,501.0,254.0,247.0,-3.0,6.2,0.4,96,1.0
2023-12-06,Erhardt,858.0,468.0,390.0,1.1,3.7,0.0,96,0.0
2023-12-07,Erhardt,1255.0,596.0,659.0,-2.9,5.3,0.0,33,8.1
2023-12-08,Erhardt,1022.0,477.0,545.0,-3.6,3.5,6.9,96,0.0
2023-12-09,Erhardt,879.0,430.0,449.0,2.9,9.0,7.2,89,5.3
2023-12-10,Erhardt,1031.0,502.0,529.0,5.1,9.1,3.1,85,3.8
2023-12-11,Erhardt,2439.0,1173.0,1266.0,5.8,10.1,0.1,76,0.0
2023-12-12,Erhardt,2327.0,1151.0,1176.0,5.7,9.0,13.6,98,0.0
2023-12-13,Erhardt,2782.0,1377.0,1405.0,5.3,9.3,3.9,98,0.3
2023-12-14,Erhardt,2612.0,1307.0,1305.0,4.0,6.4,2.7,98,0.0
2023-12-15,Erhardt,2372.0,1188.0,1184.0,2.5,4.9,0.1,98,0.0
2023-12-16,Erhardt,1931.0,948.0,983.0,0.4,7.2,0.0,70,3.1
2023-12-17,Erhardt,1902.0,968.0,934.0,-1.6,8.9,0.0,63,8.0
2023-12-18,Erhardt,3234.0,1570.0,1664.0,-0.6,12.6,0.0,4,7.9
2023-12-19,Erhardt,3588.0,1803.0,1785.0,-0.7,13.4,0.6,48,8.1
2023-12-20,Erhardt,2493.0,1225.0,1268.0,3.3,7.2,1.1,89,0.0
2023-12-21,Erhardt,2075.0,1003.0,1072.0,3.8,8.8,8.0,94,0.0
2023-12-22,Erhardt,1132.0,548.0,584.0,0.6,7.6,14.2,96,0.1
2023-12-23,Erhardt,631.0,310.0,321.0,5.7,7.7,1.6,98,0.0
2023-12-24,Erhardt,297.0,146.0,151.0,6.6,12.2,5.8,99,0.0
2023-12-25,Erhardt,625.0,330.0,295.0,5.9,13.0,0.0,84,6.1
2023-12-26,Erhardt,744.0,380.0,364.0,2.9,9.3,0.0,91,1.9
2023-12-27,Erhardt,1583.0,802.0,781.0,1.9,11.3,0.0,85,6.3
2023-12-28,Erhardt,1810.0,885.0,925.0,2.6,12.0,0.0,78,3.2
2023-12-29,Erhardt,1898.0,939.0,959.0,7.5,11.2,0.0,90,1.1
2023-12-30,Erhardt,1755.0,945.0,810.0,3.7,11.2,0.0,86,7.3
2023-12-31,Erhardt,1074.0,549.0,525.0,0.3,10.3,3.5,98,1.0
2024-01-01,Erhardt,954.0,493.0,461.0,3.3,7.1,0.0,76,5.2
2024-01-02,Erhardt,1374.0,687.0,687.0,3.0,11.1,1.0,94,0.0
2024-01-03,Erhardt,1881.0,953.0,928.0,7.1,13.0,1.6,74,3.8
2024-01-04,Erhardt,1875.0,904.0,971.0,4.3,9.1,0.0,91,1.5
2024-01-05,Erhardt,1804.0,924.0,880.0,2.2,8.6,12.7,95,0.0
2024-01-06,Erhardt,730.0,366.0,364.0,0.4,5.0,15.3,96,0.0
2024-01-07,Erhardt,388.0,182.0,206.0,-4.0,0.5,7.3,94,0.0
2024-01-08,Erhardt,1095.0,527.0,568.0,-5.7,-2.9,0.0,94,0.0
2024-01-09,Erhardt,1045.0,508.0,537.0,-7.9,-4.5,0.0,53,4.0
2024-01-10,Erhardt,1028.0,493.0,535.0,-6.8,-3.4,0.0,95,4.5
2024-01-11,Erhardt,1058.0,512.0,546.0,-7.1,-4.7,0.0,100,0.0
2024-01-12,Erhardt,1178.0,593.0,585.0,-5.8,-2.6,0.0,68,6.5
2024-01-13,Erhardt,624.0,294.0,330.0,-6.9,-3.7,0.0,99,0.0
2024-01-14,Erhardt,723.0,364.0,359.0,-5.4,1.0,0.0,85,6.9
2024-01-15,Erhardt,1636.0,804.0,832.0,-2.9,1.8,1.7,75,1.5
2024-01-16,Erhardt,1496.0,726.0,770.0,-5.3,0.6,1.7,81,2.0
2024-01-17,Erhardt,1031.0,507.0,524.0,-5.2,8.8,9.7,96,0.0
2024-01-18,Erhardt,1756.0,891.0,865.0,-1.8,11.3,3.6,95,1.0
2024-01-19,Erhardt,1285.0,598.0,687.0,-5.4,-0.3,0.0,59,2.4
2024-01-20,Erhardt,690.0,334.0,356.0,-8.6,1.5,0.0,8,8.8
2024-01-21,Erhardt,723.0,364.0,359.0,-7.9,4.8,0.0,56,7.3
2024-01-22,Erhardt,1878.0,934.0,944.0,-2.7,10.8,5.3,88,0.4
2024-01-23,Erhardt,2342.0,1199.0,1143.0,3.3,7.5,2.2,79,2.1
2024-01-24,Erhardt,2470.0,1270.0,1200.0,6.0,14.2,3.0,98,0.5
2024-01-25,Erhardt,3098.0,1557.0,1541.0,6.5,9.6,0.5,93,3.7
2024-01-26,Erhardt,2145.0,1070.0,1075.0,2.7,11.9,5.4,88,0.5
2024-01-27,Erhardt,2540.0,1311.0,1229.0,0.1,6.8,0.0,14,8.9
2024-01-28,Erhardt,2716.0,1457.0,1259.0,-1.8,10.3,0.0,9,9.1
2024-01-29,Erhardt,3265.0,1680.0,1585.0,-2.6,12.4,0.0,60,8.7
2024-01-30,Erhardt,3986.0,2045.0,1941.0,-1.5,14.1,0.0,88,7.8
2024-01-31,Erhardt,3917.0,1986.0,1931.0,2.8,11.7,0.0,68,5.4
2024-02-01,Erhardt,2577.0,1322.0,1255.0,4.5,8.4,5.5,91,0.0
2024-02-02,Erhardt,2802.0,1414.0,1388.0,3.9,9.2,0.1,98,0.0
2024-02-03,Erhardt,3283.0,1721.0,1562.0,5.7,13.3,0.3,31,9.1
2024-02-04,Erhardt,2250.0,1167.0,1083.0,5.4,11.0,0.2,99,1.5
2024-02-05,Erhardt,4040.0,1998.0,2042.0,5.4,14.6,0.0,61,7.7
2024-02-06,Erhardt,4467.0,2235.0,2232.0,4.3,11.8,0.0,70,9.3
2024-02-07,Erhardt,3854.0,1916.0,1938.0,5.0,11.1,1.6,83,3.8
2024-02-08,Erhardt,3255.0,1625.0,1630.0,6.9,13.3,0.1,99,0.6
2024-02-09,Erhardt,3249.0,1610.0,1639.0,7.7,13.1,0.0,94,0.3
2024-02-10,Erhardt,2868.0,1507.0,1361.0,4.8,14.5,1.7,99,0.1
2024-02-11,Erhardt,1460.0,743.0,717.0,4.0,9.8,2.4,96,0.0
2024-02-12,Erhardt,2829.0,1408.0,1421.0,4.4,9.5,1.4,96,1.3
2024-02-13,Erhardt,3512.0,1786.0,1726.0,3.5,9.7,0.0,79,7.3
2024-02-14,Erhardt,3375.0,1672.0,1703.0,3.4,13.7,0.1,99,2.5
2024-02-15,Erhardt,4364.0,2224.0,2140.0,5.5,16.1,0.0,88,7.4
2024-02-16,Erhardt,4190.0,2148.0,2042.0,5.1,18.0,6.1,96,5.7
2024-02-17,Erhardt,2025.0,1042.0,983.0,7.3,11.9,1.3,86,0.8
2024-02-18,Erhardt,4030.0,2168.0,1862.0,5.2,13.7,2.7,83,6.1
2024-02-19,Erhardt,3205.0,1591.0,1614.0,6.8,9.9,2.3,96,2.2
2024-02-20,Erhardt,3444.0,1746.0,1698.0,4.5,8.3,1.0,94,2.0
2024-02-21,Erhardt,4547.0,2286.0,2261.0,4.0,13.7,0.6,95,7.7
2024-02-22,Erhardt,2659.0,1345.0,1314.0,7.9,11.5,11.1,98,0.0
2024-02-23,Erhardt,2814.0,1391.0,1423.0,2.8,7.8,0.0,89,0.1
2024-02-24,Erhardt,2997.0,1544.0,1453.0,-0.3,8.7,0.0,71,6.5
2024-02-25,Erhardt,3837.0,2020.0,1817.0,3.4,11.9,0.0,49,8.1
2024-02-26,Erhardt,3897.0,1959.0,1938.0,1.5,12.9,0.0,96,3.9
2024-02-27,Erhardt,3983.0,1987.0,1996.0,3.0,8.0,0.0,99,1.1
2024-02-28,Erhardt,4020.0,2021.0,1999.0,4.5,6.4,0.0,99,0.0
2024-02-29,Erhardt,4402.0,2205.0,2197.0,2.8,9.4,0.0,66,3.1
2024-03-01,Erhardt,3320.0,1661.0,1659.0,1.3,8.6,0.5,91,0.0
2024-03-02,Erhardt,3465.0,1845.0,1620.0,4.3,13.0,0.0,78,8.7
2024-03-03,Erhardt,5121.0,2715.0,2406.0,2.0,18.9,0.0,93,8.4
2024-03-04,Erhardt,4087.0,2032.0,2055.0,4.5,9.6,0.0,86,0.0
2024-03-05,Erhardt,3945.0,1947.0,1998.0,5.4,9.7,7.5,100,0.0
2024-03-06,Erhardt,2293.0,1150.0,1143.0,3.2,5.8,6.3,99,0.0
2024-03-07,Erhardt,3869.0,1939.0,1930.0,0.9,6.8,0.0,78,0.3
2024-03-08,Erhardt,4017.0,2017.0,2000.0,-0.4,9.9,0.0,25,8.8
2024-03-09,Erhardt,4869.0,2567.0,2302.0,-0.2,16.1,0.0,71,8.8
2024-03-10,Erhardt,3812.0,1948.0,1864.0,5.7,18.8,0.1,95,2.7
2024-03-11,Erhardt,4491.0,2236.0,2255.0,2.4,13.0,0.0,71,6.9
2024-03-12,Erhardt,4191.0,2076.0,2115.0,5.8,10.2,2.3,94,1.2
2024-03-13,Erhardt,3644.0,1821.0,1823.0,4.3,10.7,0.3,98,0.2
2024-03-14,Erhardt,4990.0,2529.0,2461.0,5.8,16.5,0.0,98,8.1
2024-03-15,Erhardt,4136.0,2073.0,2063.0,8.4,17.5,1.8,95,5.3
2024-03-16,Erhardt,2413.0,1225.0,1188.0,7.5,13.4,2.3,90,2.8
2024-03-17,Erhardt,3871.0,2011.0,1860.0,6.6,14.1,0.0,94,3.4
2024-03-18,Erhardt,2962.0,1463.0,1499.0,7.5,11.6,9.7,98,0.0
2024-03-19,Erhardt,4922.0,2491.0,2431.0,7.1,15.0,0.0,86,5.7
2024-03-20,Erhardt,6105.0,3095.0,3010.0,3.3,17.3,0.0,93,10.3
2024-03-21,Erhardt,3737.0,1900.0,1837.0,7.3,14.7,5.5,93,2.1
2024-03-22,Erhardt,5153.0,2690.0,2463.0,6.4,17.8,0.0,96,9.3
2024-03-23,Erhardt,1297.0,629.0,668.0,3.0,14.5,9.3,74,2.1
2024-03-24,Erhardt,1106.0,576.0,530.0,1.9,6.1,3.3,93,2.7
2024-03-25,Erhardt,3998.0,2028.0,1970.0,2.4,11.6,0.0,68,9.8
2024-03-26,Erhardt,4702.0,2366.0,2336.0,0.9,15.4,0.0,85,8.3
2024-03-27,Erhardt,3612.0,1803.0,1809.0,4.0,22.2,6.6,96,4.2
2024-03-28,Erhardt,2846.0,1453.0,1393.0,3.2,12.0,1.4,51,4.2
2024-03-29,Erhardt,3922.0,2114.0,1808.0,3.8,23.0,0.0,84,7.3
2024-03-30,Erhardt,3706.0,2002.0,1704.0,11.1,24.0,0.0,80,7.3
2024-03-31,Erhardt,2913.0,1538.0,1375.0,7.6,22.5,0.0,88,4.7
2024-04-01,Erhardt,1054.0,509.0,545.0,7.7,16.4,0.7,99,0.0
2024-04-02,Erhardt,3576.0,1842.0,1734.0,7.3,13.4,0.0,63,7.2
2024-04-03,Erhardt,3332.0,1700.0,1632.0,5.2,14.0,2.9,81,1.4
2024-04-04,Erhardt,3845.0,1945.0,1900.0,10.4,17.6,3.7,93,3.9
2024-04-05,Erhardt,5311.0,2736.0,2575.0,10.4,24.5,0.0,95,6.9
2024-04-06,Erhardt,8007.0,4347.0,3660.0,12.6,27.1,0.0,81,11.5
2024-04-07,Erhardt,7832.0,4207.0,3625.0,12.0,26.5,0.0,85,6.7
2024-04-08,Erhardt,7247.0,3768.0,3479.0,13.2,28.9,0.0,38,8.5
2024-04-09,Erhardt,5396.0,2691.0,2705.0,5.9,21.1,3.6,81,0.9
2024-04-10,Erhardt,4229.0,2143.0,2086.0,4.9,11.9,0.0,86,2.4
2024-04-11,Erhardt,6197.0,3212.0,2985.0,3.4,15.6,0.0,13,10.4
2024-04-12,Erhardt,6808.0,3497.0,3311.0,5.9,20.0,0.0,56,12.3
2024-04-13,Erhardt,7836.0,4309.0,3527.0,8.0,25.0,0.0,81,11.2
2024-04-14,Erhardt,8385.0,4531.0,3854.0,9.7,25.6,0.4,94,12.0
2024-04-15,Erhardt,3088.0,1566.0,1522.0,5.4,16.1,9.5,94,1.9
2024-04-16,Erhardt,3500.0,1730.0,1770.0,2.7,11.4,8.9,84,4.2
2024-04-17,Erhardt,2324.0,1187.0,1137.0,1.1,9.4,4.9,94,1.5
2024-04-18,Erhardt,2564.0,1318.0,1246.0,0.9,8.4,4.2,90,3.2
2024-04-19,Erhardt,2257.0,1146.0,1111.0,2.5,7.1,2.0,96,1.1
2024-04-20,Erhardt,1578.0,816.0,762.0,2.5,8.3,1.4,94,3.1
2024-04-21,Erhardt,1049.0,502.0,547.0,0.5,6.3,7.7,96,0.7
2024-04-22,Erhardt,3092.0,1585.0,1507.0,0.4,6.8,0.1,96,0.6
2024-04-23,Erhardt,2671.0,1358.0,1313.0,1.3,3.6,0.7,94,0.0
2024-04-24,Erhardt,3164.0,1591.0,1573.0,2.0,9.3,1.0,88,3.1
2024-04-25,Erhardt,3793.0,1925.0,1868.0,2.0,10.1,0.0,83,5.0
2024-04-26,Erhardt,4838.0,2512.0,2326.0,0.7,17.3,0.0,54,10.0
2024-04-27,Erhardt,6355.0,3386.0,2969.0,3.6,21.5,0.0,36,12.5
2024-04-28,Erhardt,7034.0,3713.0,3321.0,10.8,24.9,0.0,95,7.0
2024-04-29,Erhardt,7071.0,3679.0,3392.0,7.9,22.8,0.0,80,12.9
2024-04-30,Erhardt,8538.0,4435.0,4103.0,10.1,28.3,0.0,40,11.5
2024-05-01,Erhardt,9483.0,5081.0,4402.0,9.7,25.1,0.0,55,12.2
2024-05-02,Erhardt,5606.0,2815.0,2791.0,10.9,24.1,1.0,80,3.9
2024-05-03,Erhardt,3657.0,1855.0,1802.0,9.1,12.6,0.7,98,0.0
2024-05-04,Erhardt,6377.0,3428.0,2949.0,7.1,19.4,0.0,78,11.2
2024-05-05,Erhardt,4738.0,2497.0,2241.0,10.2,21.0,0.6,99,6.7
2024-05-06,Erhardt,4304.0,2105.0,2199.0,9.2,22.7,24.9,86,8.0
2024-05-07,Erhardt,4680.0,2471.0,2209.0,10.7,16.9,3.5,100,0.3
2024-05-08,Erhardt,2377.0,1221.0,1156.0,9.3,10.8,6.2,98,0.0
2024-05-09,Erhardt,5629.0,3038.0,2591.0,7.3,17.6,0.0,63,6.6
2024-05-10,Erhardt,6380.0,3367.0,3013.0,5.9,20.4,0.0,43,13.8
2024-05-11,Erhardt,7079.0,3813.0,3266.0,6.9,21.8,0.0,73,14.1
2024-05-12,Erhardt,7154.0,3817.0,3337.0,7.8,23.1,0.0,13,14.4
2024-05-13,Erhardt,6826.0,3476.0,3350.0,9.2,23.4,0.0,24,11.1
2024-05-14,Erhardt,8298.0,4243.0,4055.0,9.7,24.2,0.0,9,14.5
2024-05-15,Erhardt,6225.0,3148.0,3077.0,10.2,23.7,2.0,98,7.4
2024-05-16,Erhardt,6045.0,3084.0,2961.0,13.0,24.1,4.0,86,8.2
2024-05-17,Erhardt,3647.0,1825.0,1822.0,9.8,15.5,0.0,100,1.2
2024-05-18,Erhardt,5125.0,2721.0,2404.0,10.7,22.4,10.2,71,9.7
2024-05-19,Erhardt,4986.0,2629.0,2357.0,11.2,21.7,2.6,73,10.6
2024-05-20,Erhardt,6891.0,3679.0,3212.0,9.7,24.0,0.6,51,14.0
2024-05-21,Erhardt,3023.0,1501.0,1522.0,12.2,22.7,5.8,99,0.1
2024-05-22,Erhardt,4317.0,2239.0,2078.0,11.8,19.7,1.3,85,5.3
2024-05-23,Erhardt,3481.0,1711.0,1770.0,9.3,21.3,16.8,86,4.6
2024-05-24,Erhardt,4209.0,2182.0,2027.0,8.8,19.1,8.7,88,8.0
2024-05-25,Erhardt,3504.0,1864.0,1640.0,9.2,20.0,0.0,86,4.8
2024-05-26,Erhardt,6686.0,3607.0,3079.0,9.7,23.4,0.0,55,10.9
2024-05-27,Erhardt,4481.0,2278.0,2203.0,13.3,22.7,25.0,94,6.7
2024-05-28,Erhardt,3354.0,1750.0,1604.0,10.5,16.7,0.0,84,3.4
2024-05-29,Erhardt,5005.0,2556.0,2449.0,9.5,22.1,7.8,96,7.5
2024-05-30,Erhardt,2520.0,1308.0,1212.0,12.5,20.8,16.6,96,3.8
2024-05-31,Erhardt,883.0,440.0,443.0,9.5,12.6,66.9,96,0.0
2024-06-01,Erhardt,421.0,209.0,212.0,10.2,12.4,42.5,95,0.0
2024-06-02,Erhardt,2630.0,1388.0,1242.0,11.3,19.3,1.5,86,2.1
2024-06-03,Erhardt,2312.0,1146.0,1166.0,12.9,16.1,14.0,98,0.1
2024-06-04,Erhardt,7604.0,3772.0,3832.0,12.2,21.5,0.0,51,9.7
2024-06-05,Erhardt,7696.0,3902.0,3794.0,12.3,24.7,0.0,76,8.7
2024-06-06,Erhardt,7470.0,3787.0,3683.0,13.4,26.3,0.9,69,10.9
2024-06-07,Erhardt,5279.0,2687.0,2592.0,15.1,23.3,2.6,65,7.0
2024-06-08,Erhardt,5356.0,2818.0,2538.0,13.6,27.2,7.1,78,8.7
2024-06-09,Erhardt,2945.0,1539.0,1406.0,15.4,21.9,13.3,95,1.9
2024-06-10,Erhardt,4339.0,2176.0,2163.0,13.6,21.6,0.8,81,5.6
2024-06-11,Erhardt,4814.0,2434.0,2380.0,10.0,15.1,0.0,100,0.0
2024-06-12,Erhardt,6316.0,3171.0,3145.0,10.7,18.6,0.0,88,4.5
2024-06-13,Erhardt,7077.0,3581.0,3496.0,10.9,19.4,0.0,58,11.3
2024-06-14,Erhardt,6212.0,3123.0,3089.0,9.1,21.9,0.0,89,4.1
2024-06-15,Erhardt,3261.0,1698.0,1563.0,13.3,19.3,0.1,96,2.3
2024-06-16,Erhardt,6181.0,3309.0,2872.0,13.5,23.2,0.3,83,5.4
2024-06-17,Erhardt,6492.0,3304.0,3188.0,13.6,27.6,2.9,94,7.9
2024-06-18,Erhardt,9485.0,4962.0,4523.0,14.5,30.3,0.0,70,14.1
2024-06-19,Erhardt,9254.0,4773.0,4481.0,18.3,30.0,0.0,30,14.7
2024-06-20,Erhardt,7640.0,3891.0,3749.0,16.6,26.0,0.0,71,6.7
2024-06-21,Erhardt,4665.0,2352.0,2313.0,13.6,24.3,21.0,96,2.8
2024-06-22,Erhardt,5601.0,2993.0,2608.0,12.2,23.9,18.1,76,8.7
2024-06-23,Erhardt,5009.0,2586.0,2423.0,11.9,22.2,0.0,68,5.3
2024-06-24,Erhardt,8043.0,4116.0,3927.0,15.0,26.0,0.0,20,14.0
2024-06-25,Erhardt,9315.0,4817.0,4498.0,15.9,27.7,0.0,11,15.3
2024-06-26,Erhardt,6042.0,2983.0,3059.0,16.4,27.7,9.1,85,7.4
2024-06-27,Erhardt,6772.0,3471.0,3301.0,16.3,26.7,0.0,76,7.5
2024-06-28,Erhardt,7426.0,3812.0,3614.0,19.9,30.0,0.0,63,12.4
2024-06-29,Erhardt,7191.0,3789.0,3402.0,18.6,33.7,0.0,55,10.1
2024-06-30,Erhardt,4977.0,2626.0,2351.0,16.3,25.5,0.1,98,2.1
2024-07-01,Erhardt,4994.0,2467.0,2527.0,14.3,23.7,8.3,95,5.1
2024-07-02,Erhardt,6483.0,3297.0,3186.0,12.4,19.5,3.5,94,2.5
2024-07-03,Erhardt,3374.0,1705.0,1669.0,11.3,18.0,7.0,98,1.9
2024-07-04,Erhardt,6433.0,3120.0,3313.0,11.4,22.3,0.6,96,4.6
2024-07-05,Erhardt,6583.0,3204.0,3379.0,14.7,25.3,0.0,90,10.8
2024-07-06,Erhardt,5152.0,2622.0,2530.0,15.7,32.0,17.6,73,9.2
2024-07-07,Erhardt,1401.0,701.0,700.0,12.9,16.6,6.7,100,0.0
2024-07-08,Erhardt,6587.0,3300.0,3287.0,15.5,24.0,0.3,66,7.7
2024-07-09,Erhardt,9826.0,4939.0,4887.0,14.6,30.5,0.5,50,13.7
2024-07-10,Erhardt,6577.0,3256.0,3321.0,19.6,29.0,1.6,71,8.2
2024-07-11,Erhardt,7722.0,3802.0,3920.0,18.4,27.9,0.7,81,6.0
2024-07-12,Erhardt,5177.0,2577.0,2600.0,16.5,26.6,6.3,98,6.4
2024-07-13,Erhardt,4159.0,2061.0,2098.0,15.9,20.0,0.0,96,2.7
2024-07-14,Erhardt,7031.0,3598.0,3433.0,15.1,27.3,0.0,85,8.3
2024-07-15,Erhardt,8429.0,4265.0,4164.0,15.4,31.5,12.8,73,14.0
2024-07-16,Erhardt,5804.0,2853.0,2951.0,17.8,26.5,0.7,50,2.4
2024-07-17,Erhardt,7692.0,3791.0,3901.0,16.0,22.6,0.0,89,0.6
2024-07-18,Erhardt,8950.0,4409.0,4541.0,15.0,27.4,0.0,34,13.4
2024-07-19,Erhardt,8042.0,4016.0,4026.0,17.0,30.1,0.0,71,12.1
2024-07-20,Erhardt,5503.0,2666.0,2837.0,18.0,28.7,10.9,76,6.5
2024-07-21,Erhardt,7358.0,3689.0,3669.0,16.7,30.5,6.9,44,10.7
2024-07-22,Erhardt,5056.0,2455.0,2601.0,17.3,25.3,3.6,80,4.6
2024-07-23,Erhardt,7145.0,3529.0,3616.0,16.1,25.6,6.5,85,6.8
2024-07-24,Erhardt,7973.0,3912.0,4061.0,16.2,23.5,0.0,63,9.7
2024-07-25,Erhardt,8180.0,4020.0,4160.0,13.9,25.8,0.0,54,12.5
2024-07-26,Erhardt,8184.0,4040.0,4144.0,14.2,28.1,0.0,88,14.1
2024-07-27,Erhardt,7275.0,3759.0,3516.0,17.0,31.9,6.4,64,12.4
2024-07-28,Erhardt,4452.0,2184.0,2268.0,14.0,24.1,3.4,58,7.1
2024-07-29,Erhardt,7802.0,3894.0,3908.0,12.5,26.7,0.0,0,14.7
2024-07-30,Erhardt,9401.0,4686.0,4715.0,13.0,30.3,0.0,25,14.3
2024-07-31,Erhardt,8911.0,4513.0,4398.0,17.8,33.3,5.0,31,12.1
2024-08-01,Erhardt,6573.0,3281.0,3292.0,18.0,28.4,3.2,75,9.2
2024-08-02,Erhardt,5198.0,2585.0,2613.0,17.9,24.6,21.7,76,6.2
2024-08-03,Erhardt,5111.0,2612.0,2499.0,15.9,26.5,4.4,90,6.5
2024-08-04,Erhardt,5825.0,3007.0,2818.0,16.8,25.1,0.0,94,6.8
2024-08-05,Erhardt,5961.0,2895.0,3066.0,15.9,24.8,0.2,78,6.5
2024-08-06,Erhardt,8667.0,4403.0,4264.0,14.6,29.0,0.0,16,14.3
2024-08-07,Erhardt,6784.0,3365.0,3419.0,17.8,27.9,4.4,60,8.0
2024-08-08,Erhardt,4757.0,2314.0,2443.0,16.6,24.5,4.8,85,2.8
2024-08-09,Erhardt,6786.0,3429.0,3357.0,14.4,27.7,0.0,73,12.6
2024-08-10,Erhardt,6368.0,3288.0,3080.0,19.1,29.3,0.0,36,11.8
2024-08-11,Erhardt,6241.0,3197.0,3044.0,17.0,31.3,0.0,26,13.8
2024-08-12,Erhardt,6552.0,3274.0,3278.0,18.4,31.7,0.0,79,11.0
2024-08-13,Erhardt,6405.0,3190.0,3215.0,18.9,32.6,1.2,35,10.9
2024-08-14,Erhardt,5628.0,2857.0,2771.0,17.1,31.0,4.1,53,10.9
2024-08-15,Erhardt,5982.0,3056.0,2926.0,16.7,28.2,0.0,51,13.1
2024-08-16,Erhardt,5072.0,2578.0,2494.0,19.0,29.8,0.5,69,9.3
2024-08-17,Erhardt,3624.0,1751.0,1873.0,19.1,26.1,2.4,90,5.1
2024-08-18,Erhardt,1104.0,511.0,593.0,16.3,21.9,54.5,96,0.3
2024-08-19,Erhardt,1564.0,795.0,769.0,14.6,17.0,5.7,98,0.0
2024-08-20,Erhardt,4902.0,2381.0,2521.0,15.7,20.1,0.0,78,1.0
2024-08-21,Erhardt,4957.0,2456.0,2501.0,12.5,22.2,0.4,88,4.6
2024-08-22,Erhardt,5862.0,2934.0,2928.0,11.2,24.4,0.0,69,12.3
2024-08-23,Erhardt,5909.0,3004.0,2905.0,13.8,29.5,0.0,48,12.5
2024-08-24,Erhardt,6300.0,3253.0,3047.0,14.8,31.4,0.0,19,13.1
2024-08-25,Erhardt,1241.0,609.0,632.0,11.7,23.6,6.7,88,1.0
2024-08-26,Erhardt,3143.0,1527.0,1616.0,12.3,16.3,0.6,98,0.0
2024-08-27,Erhardt,5358.0,2707.0,2651.0,12.9,24.6,0.0,63,6.3
2024-08-28,Erhardt,6634.0,3373.0,3261.0,11.9,31.5,0.0,45,12.9
2024-08-29,Erhardt,6608.0,3268.0,3340.0,15.6,31.2,0.0,5,12.9
2024-08-30,Erhardt,6120.0,3106.0,3014.0,15.2,30.8,0.0,38,12.7
2024-08-31,Erhardt,5614.0,2863.0,2751.0,15.7,30.0,0.0,75,11.4
2024-09-01,Erhardt,5685.0,2990.0,2695.0,17.4,29.5,0.0,73,9.4
2024-09-02,Erhardt,5311.0,2660.0,2651.0,18.4,27.2,0.0,69,8.2
